leg,trader,face,start,window,ret,dd,n_trades,passive,beat,events_n,regime_state,segment
L,NEEDLE-DE-01,x1,2023-01-31,24m,0.034317,-0.011,12,0.106371,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-01,6m,0.0,0.0,0,-0.019049,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-01,12m,0.0,0.0,0,-0.177672,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-01,24m,0.034317,-0.011,12,0.064491,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-02,6m,0.0,0.0,0,-0.015375,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-02,12m,0.018734,0.0,0,-0.167632,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-02,24m,0.034317,-0.011,12,0.065568,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-03,6m,0.0,0.0,0,-0.018526,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-03,12m,0.029507,0.0,4,-0.154492,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-03,24m,0.034317,-0.011,12,0.072927,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-06,6m,0.0,0.0,0,-0.009372,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-06,12m,0.030354,0.0,5,-0.136054,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-06,24m,0.034317,-0.011,12,0.090913,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-07,6m,0.0,0.0,0,-0.014554,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-07,12m,0.029571,-0.0008,5,-0.137073,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-07,24m,0.034317,-0.011,12,0.108265,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-08,6m,0.0,0.0,0,-0.008178,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-08,12m,0.030961,-0.0008,6,-0.126855,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-08,24m,0.034317,-0.011,12,0.106029,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-09,6m,0.0,0.0,0,-0.037582,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-09,12m,0.031565,-0.0008,7,-0.129656,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-09,24m,0.034317,-0.011,12,0.087863,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-10,6m,0.0,0.0,0,-0.0351,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-10,12m,0.031565,-0.0008,7,-0.120106,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-10,24m,0.034317,-0.011,12,0.093336,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-13,6m,0.0,0.0,0,-0.043172,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-13,12m,0.031565,-0.0008,7,-0.127724,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-13,24m,0.034317,-0.011,12,0.085987,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-14,6m,0.0,0.0,0,-0.051286,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-14,12m,0.031565,-0.0008,7,-0.114663,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-14,24m,0.034317,-0.011,12,0.078771,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-15,6m,0.0,0.0,0,-0.041949,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-15,12m,0.031565,-0.0008,7,-0.125161,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-15,24m,0.034317,-0.011,12,0.104673,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-16,6m,0.0,0.0,0,-0.049737,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-16,12m,0.031565,-0.0008,7,-0.103719,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-16,24m,0.034317,-0.011,12,0.109037,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-17,6m,0.0,0.0,0,-0.04539,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-17,12m,0.031565,-0.0008,7,-0.083236,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-17,24m,0.034317,-0.011,12,0.131679,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-20,6m,0.0,0.0,0,-0.054453,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-20,12m,0.031565,-0.0008,7,-0.094444,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-20,24m,0.034317,-0.011,12,0.110637,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-21,6m,0.0,0.0,0,-0.066395,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-21,12m,0.031565,-0.0008,7,-0.095326,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-21,24m,0.034317,-0.011,12,0.105092,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-02-22,6m,0.0,0.0,0,-0.050917,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-22,12m,0.031565,-0.0008,7,-0.091666,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-22,24m,0.034317,-0.011,12,0.095112,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-23,6m,0.0,0.0,0,-0.060125,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-23,12m,0.031565,-0.0008,7,-0.100733,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-23,24m,0.034317,-0.011,12,0.098008,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-24,6m,0.0,0.0,0,-0.044468,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-24,12m,0.031565,-0.0008,7,-0.088722,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-24,24m,0.034317,-0.011,12,0.09902,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-27,6m,0.0,0.0,0,-0.023262,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-27,12m,0.031565,-0.0008,7,-0.072893,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-27,24m,0.034317,-0.011,12,0.105165,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-28,6m,0.0,0.0,0,-0.024425,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-28,12m,0.031565,-0.0008,7,-0.07141,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-02-28,24m,0.034317,-0.011,12,0.102507,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-01,6m,0.0,0.0,0,-0.037748,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-01,12m,0.031565,-0.0008,7,-0.082011,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-01,24m,0.034317,-0.011,12,0.086147,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-02,6m,0.0,0.0,0,-0.031288,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-02,12m,0.031565,-0.0008,7,-0.080902,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-02,24m,0.034317,-0.011,12,0.080368,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-03,6m,0.0,0.0,0,-0.02607,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-03,12m,0.031565,-0.0008,7,-0.083817,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-03,24m,0.034317,-0.011,12,0.078955,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-06,6m,0.0,0.0,0,-0.032649,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-06,12m,0.031565,-0.0008,7,-0.075244,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-06,24m,0.034317,-0.011,12,0.077812,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-07,6m,0.0,0.0,0,-0.019529,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-07,12m,0.031565,-0.0008,7,-0.069792,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-07,24m,0.034317,-0.011,12,0.0844,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-08,6m,0.0,0.0,0,-0.030695,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-08,12m,0.031565,-0.0008,7,-0.06426,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-08,24m,0.034317,-0.011,12,0.002845,1,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-09,6m,0.0,0.0,0,-0.032697,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-09,12m,0.031565,-0.0008,7,-0.061714,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-09,24m,0.034317,-0.011,12,0.011955,1,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-10,6m,0.0,0.0,0,-0.01362,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-10,12m,0.031565,-0.0008,7,-0.059355,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-10,24m,0.034317,-0.011,12,0.038713,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-13,6m,0.0,0.0,0,-0.022103,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-13,12m,0.031565,-0.0008,7,-0.075902,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-13,24m,0.035694,-0.011,12,0.056205,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-14,6m,0.0,0.0,0,-0.024645,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-14,12m,0.031565,-0.0008,7,-0.070295,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-14,24m,0.038082,-0.011,12,0.068055,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-15,6m,0.0,0.0,0,-0.02614,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-15,12m,0.031565,-0.0008,7,-0.084183,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-15,24m,0.04188,-0.011,12,0.071897,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-16,6m,0.0,0.0,0,-0.016144,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-16,12m,0.031565,-0.0008,7,-0.067099,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-16,24m,0.040505,-0.011,12,0.077772,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-17,6m,0.0,0.0,0,-0.024602,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-17,12m,0.031565,-0.0008,7,-0.070651,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-17,24m,0.039547,-0.011,12,0.065691,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-20,6m,0.0,0.0,0,-0.02573,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-20,12m,0.031565,-0.0008,7,-0.054603,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-20,24m,0.038616,-0.011,12,0.072056,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-21,6m,0.0,0.0,0,-0.041144,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-21,12m,0.028999,-0.0025,7,-0.070485,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-21,24m,0.038314,-0.011,12,0.061534,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-22,6m,0.0,0.0,0,-0.053264,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-22,12m,0.026784,-0.0046,7,-0.079015,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-22,24m,0.043666,-0.011,13,0.064319,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-23,6m,0.0,0.0,0,-0.046623,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-23,12m,0.025676,-0.0057,7,-0.094125,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-23,24m,0.044959,-0.011,14,0.057873,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-24,6m,0.0,0.0,0,-0.055131,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-24,12m,0.025898,-0.0057,7,-0.092125,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-24,24m,0.044959,-0.011,14,0.055001,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-03-27,6m,0.0,0.0,0,-0.058719,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-27,12m,0.023462,-0.0079,7,-0.098541,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-27,24m,0.044959,-0.011,14,0.052625,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-28,6m,0.0,0.0,0,-0.050602,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-28,12m,0.024126,-0.0079,7,-0.095441,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-28,24m,0.044959,-0.011,14,0.062589,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-29,6m,0.0,0.0,0,-0.05573,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-29,12m,0.023572,-0.0079,7,-0.114065,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-29,24m,0.044959,-0.011,14,0.053208,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-30,6m,0.0,0.0,0,-0.063052,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-30,12m,0.023794,-0.0079,7,-0.112682,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-30,24m,0.044959,-0.011,14,0.04787,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-31,6m,0.0,0.0,0,-0.070736,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-31,12m,0.021351,-0.0099,8,-0.132339,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-03-31,24m,0.044959,-0.011,14,0.045934,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-03,6m,0.0,0.0,0,-0.077299,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-03,12m,0.024162,-0.0099,8,-0.130399,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-03,24m,0.044959,-0.011,14,0.048782,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-04,6m,0.0,0.0,0,-0.071384,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-04,12m,0.023426,-0.0099,8,-0.130471,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-04,24m,0.044959,-0.011,14,0.051231,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-06,6m,0.0,0.0,0,-0.079137,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-06,12m,0.020975,-0.0103,8,-0.138254,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-06,24m,0.044959,-0.011,14,0.055248,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-07,6m,0.0,0.0,0,-0.095454,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-07,12m,0.020975,-0.0103,8,-0.144891,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-07,24m,0.044959,-0.011,14,0.039595,1,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-10,6m,0.0,0.0,0,-0.085029,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-10,12m,0.02024,-0.011,8,-0.141043,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-10,24m,0.044959,-0.011,14,0.059119,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-11,6m,0.0,0.0,0,-0.092685,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-11,12m,0.023426,-0.011,8,-0.132596,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-11,24m,0.044959,-0.011,14,0.055471,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-12,6m,0.0,0.0,0,-0.103312,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-12,12m,0.022323,-0.011,8,-0.133886,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-12,24m,0.044959,-0.011,14,0.064889,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-13,6m,0.0,0.0,0,-0.103416,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-13,12m,0.025863,-0.011,9,-0.111689,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-13,24m,0.044959,-0.011,14,0.059137,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-14,6m,0.0,0.0,0,-0.119767,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-14,12m,0.025863,-0.011,9,-0.105194,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-14,24m,0.044959,-0.011,14,0.050334,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-17,6m,0.0,0.0,0,-0.119078,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-17,12m,0.025863,-0.011,9,-0.11536,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-17,24m,0.044959,-0.011,14,0.043987,1,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-18,6m,0.0,0.0,0,-0.115247,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-18,12m,0.025863,-0.011,9,-0.100297,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-18,24m,0.044959,-0.011,14,0.050957,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-19,6m,0.0,0.0,0,-0.108789,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-19,12m,0.025863,-0.011,9,-0.093295,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-19,24m,0.044959,-0.011,14,0.061561,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-20,6m,0.0,0.0,0,-0.095325,1,0,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-20,12m,0.025863,-0.011,9,-0.101187,1,1,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-20,24m,0.044959,-0.011,14,0.056208,0,3,GREEN,bull
L,NEEDLE-DE-01,x1,2023-04-21,6m,0.0,0.0,0,-0.068868,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-21,12m,0.025863,-0.011,9,-0.075966,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-21,24m,0.044959,-0.011,14,0.069624,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-24,6m,0.0,0.0,0,-0.062387,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-24,12m,0.025863,-0.011,9,-0.066579,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-24,24m,0.044959,-0.011,14,0.078877,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-25,6m,0.0,0.0,0,-0.055767,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-25,12m,0.025863,-0.011,9,-0.062383,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-25,24m,0.044959,-0.011,14,0.083826,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-26,6m,0.0,0.0,0,-0.060148,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-26,12m,0.025863,-0.011,9,-0.062284,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-26,24m,0.044959,-0.011,14,0.081582,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-27,6m,0.0,0.0,0,-0.050843,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-27,12m,0.025863,-0.011,9,-0.068166,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-27,24m,0.044959,-0.011,14,0.09109,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-28,6m,0.0,0.0,0,-0.046147,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-28,12m,0.025863,-0.011,9,-0.074051,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-04-28,24m,0.044959,-0.011,14,0.072788,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-04,6m,0.0,0.0,0,-0.045361,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-04,12m,0.025863,-0.011,9,-0.062897,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-04,24m,0.044959,-0.011,14,0.078711,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-05,6m,0.0,0.0,0,-0.041452,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-05,12m,0.025863,-0.011,9,-0.055188,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-05,24m,0.044959,-0.011,14,0.088472,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-08,6m,0.0,0.0,0,-0.049108,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-08,12m,0.025863,-0.011,9,-0.068866,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-08,24m,0.044959,-0.011,14,0.08617,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-09,6m,0.0,0.0,0,-0.046786,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-09,12m,0.025863,-0.011,9,-0.058663,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-09,24m,0.044959,-0.011,14,0.094648,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-10,6m,0.0,0.0,0,-0.040498,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-10,12m,0.025863,-0.011,9,-0.06756,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-10,24m,0.044959,-0.011,14,0.105108,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-11,6m,0.0,0.0,0,-0.037181,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-11,12m,0.025863,-0.011,9,-0.079766,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-11,24m,0.044959,-0.011,14,0.098433,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-12,6m,0.0,0.0,0,-0.022632,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-12,12m,0.025863,-0.011,9,-0.06466,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-12,24m,0.044959,-0.011,14,0.113459,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-15,6m,0.0,0.0,0,-0.043259,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-15,12m,0.025863,-0.011,9,-0.080819,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-15,24m,0.044959,-0.011,14,0.100036,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-16,6m,0.0,0.0,0,-0.04014,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-16,12m,0.025863,-0.011,9,-0.078566,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-16,24m,0.044959,-0.011,14,0.094986,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-17,6m,0.0,0.0,0,-0.038788,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-17,12m,0.025863,-0.011,9,-0.082778,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-17,24m,0.044959,-0.011,14,0.100507,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-18,6m,0.0,0.0,0,-0.042096,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-18,12m,0.025863,-0.011,9,-0.085657,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-18,24m,0.044959,-0.011,14,0.094743,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-19,6m,0.0,0.0,0,-0.054044,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-19,12m,0.025863,-0.011,9,-0.088537,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-19,24m,0.044959,-0.011,14,0.092315,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-22,6m,0.0,0.0,0,-0.049043,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-22,12m,0.025863,-0.011,9,-0.081544,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-22,24m,0.044959,-0.011,14,0.082115,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-23,6m,0.0,0.0,0,-0.045219,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-23,12m,0.025863,-0.011,9,-0.075703,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-23,24m,0.044959,-0.011,14,0.092222,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-24,6m,0.0,0.0,0,-0.041111,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-24,12m,0.025863,-0.011,9,-0.069718,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-24,24m,0.044959,-0.011,14,0.107211,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-25,6m,0.0,0.0,0,-0.037865,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-25,12m,0.025863,-0.011,9,-0.071896,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-25,24m,0.044959,-0.011,14,0.122037,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-26,6m,0.0,0.0,0,-0.044912,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-26,12m,0.025863,-0.011,9,-0.074613,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-26,24m,0.044959,-0.011,14,0.135871,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-29,6m,0.0,0.0,0,-0.042634,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-29,12m,0.025863,-0.011,9,-0.072436,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-29,24m,0.044959,-0.011,14,0.134382,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-30,6m,0.0,0.0,0,-0.044153,1,0,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-30,12m,0.025863,-0.011,9,-0.07573,1,1,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-30,24m,0.044959,-0.011,14,0.131927,0,3,YELLOW,chop
L,NEEDLE-DE-01,x1,2023-05-31,6m,0.0,0.0,0,-0.043109,1,0,YELLOW,chop
