股票代码,股票简称,净利润-净利润,净利润-同比增长,所处行业,最新公告日期
838694,锦美环保,-1684015.34,-73.9302604054,,2026-08-26
838693,佳鹏股份,9120694.93,-23.73,,2026-08-26
838667,东方远景,147449.01,111.64,,2026-08-26
838659,世珍股份,-14413887.68,-136.12,,2026-08-26
838637,普利凯,10267414.34,69.76,,2026-08-26
838598,阳东电瓷,36198809.01,28.3,,2026-08-26
838561,独凤轩,2343785.31,-79.67,,2026-08-26
838547,天盛股份,-13186463.19,-3.67,,2026-08-26
838542,埃森环境,-1170902.29,37.89,,2026-08-26
838541,新雪莲,1245010.87,-54.03,,2026-08-26
838526,鑫英泰,-8780919.93,-374.23,,2026-08-26
838486,远正智能,-5364597.49,-31350.36,,2026-08-26
838463,正信光电,-66307916.03,-90.62,,2026-08-26
838456,蜀旺能源,-2540935.74,-22.64,,2026-08-26
838428,恒实股份,2256543.59,-56.44,,2026-08-26
838419,威泽智能,15492222.57,7.39,,2026-08-26
838414,远鸿园林,-1602767.97,-69.1,,2026-08-26
838410,晶珠藏药,-6707327.05,-1.58,,2026-08-26
838372,纯聚科技,-7932416.66,17.96,,2026-08-26
838366,盈联科技,-1943093.51,-126.7834004594,,2026-08-26
838355,锐驰高科,4322244.36,-18.37,,2026-08-26
838354,融诚检测,-934909.39,-195.38,,2026-08-26
838337,高端精密,64732368.23,417.09,,2026-08-26
838328,长成新能,36338613.39,1740.69,,2026-08-26
838319,科思特,20502802.27,31.51,,2026-08-26
838310,遂昌旅游,-1535324.29,32.15,,2026-08-26
838309,ST京彩,-2190277.69,85.99,,2026-08-26
838282,三惠建设,-2326570.77,-231.7,,2026-08-26
838236,三峰股份,13205826.56,31.14,,2026-08-26
838162,祥龙科技,2148692.36,-83.79,,2026-08-26
838109,裕丰威禾,-1765780.86,-53.25,,2026-08-26
838097,合泰盟方,-3431153.19,-495.04,,2026-08-26
838095,大涵文化,-663285.89,-420.9,,2026-08-26
838082,众加利,970048.72,-82.62,,2026-08-26
838075,安锐信息,3351301.53,30.1,,2026-08-26
838064,广远股份,9986373.33,178.04,,2026-08-26
838017,今奥科技,-2001259.73,-223.29,,2026-08-26
837989,乐汇电商,4632356.72,60.79,,2026-08-26
837982,协多利,12937189.81,9.32,,2026-08-26
837979,噢易云,-9303999.96,31.24,,2026-08-26
837968,康韵生物,-517732.45,-715.6,,2026-08-26
837934,神州能源,8581257.01,-43.88,,2026-08-26
837907,多易得,-4350537.73,-180.43,,2026-08-26
837899,同华科技,-16518873.26,-6.37,,2026-08-26
837893,湖南煤业,-392711856.22,-14613.07,,2026-08-26
837864,南自通华,1290817.41,142.49,,2026-08-26
837863,夜郎厨坊,28020.49,-89.43,,2026-08-26
837856,德鲁泰,-2508852.11,12.66,,2026-08-26
837851,至诚复材,22672938.4,94.6,,2026-08-26
837793,定华电子,1452084.65,198.41,,2026-08-26
837779,金信德,-1606641.34,24.23,,2026-08-26
837761,创捷传媒,142801.64,-33.7,,2026-08-26
837747,长江文化,-20241781.81,1.79,,2026-08-26
837729,湖南竹材,3998181.18,-17.56,,2026-08-26
837704,三卓韩一,-45921537.11,40.95,,2026-08-26
837653,汉威光电,11889532.25,59.09,,2026-08-26
837611,德芯科技,19041204.58,-8.23,,2026-08-26
837549,泰祺教育,-1575261.68,42.71,,2026-08-26
837531,弗赛特,1528954.84,16.93,,2026-08-26
837530,格力物业,2681934.48,-29.45,,2026-08-26
837527,和田维药,10850513.36,-32.88,,2026-08-26
837510,明辉股份,18423068.72,4.0,,2026-08-26
837494,好之旅,406232.5,153.92,,2026-08-26
837492,大陆桥,-4059751.87,-1987.25,,2026-08-26
837430,良时智能,4491986.7,4.15,,2026-08-26
837408,海普锐,6639069.8,17.05,,2026-08-26
837396,昊月新材,23840770.43,174.79,,2026-08-26
837370,国华云网,-2040027.26,-779.63,,2026-08-26
837368,快乐营,26997623.61,10.77,,2026-08-26
837350,亿翰股份,139597.99,-131.6,,2026-08-26
837319,万相融通,-4104340.19,45.42,,2026-08-26
837318,典扬传媒,-776018.88,-82.79,,2026-08-26
837304,顺林模型,625112.14,426.88,,2026-08-26
837303,西默电气,1088038.91,188.35,,2026-08-26
837263,和伍精密,565603.35,-53.11,,2026-08-26
837253,中良股份,27383359.96,-35.32,,2026-08-26
837228,华兰海,10572699.37,-3.84,,2026-08-26
837225,天泽物网,4436638.15,24.1,,2026-08-26
837224,朗润智能,6719829.36,-29.11,,2026-08-26
837211,泓亚智慧,-99998.9,69.7054302372,,2026-08-26
837200,辰隆万物,-2182669.0,-100.32,,2026-08-26
837185,ST锡协,-1848921.96,-2.6767053219,,2026-08-26
837178,商科数控,22567232.25,-43.95,,2026-08-26
837148,博威电气,-13344541.35,-714.06,,2026-08-26
837146,天成环保,24282980.1,88.33,,2026-08-26
837090,泛谷药业,39465147.48,18.25,,2026-08-26
837081,梯升股份,857112.98,148.17,,2026-08-26
837070,凯凯金服,927914.52,-76.11,,2026-08-26
837018,帝恩思,-1776845.21,5.64,,2026-08-26
837009,大雅智能,-16717530.7,-1156.39,,2026-08-26
836998,海傲思,-381818.0,11.96,,2026-08-26
836978,同人泰,4103646.01,-41.37,,2026-08-26
836974,上海功途,401337.34,0.22,,2026-08-26
836955,智盛信息,-2237212.23,24.29,,2026-08-26
836954,鼎集智能,1745350.4,-36.26,,2026-08-26
836910,利民生物,-945360.7,145.05,,2026-08-26
836908,乔发科技,15044214.96,122.72,,2026-08-26
836893,超滤环保,7589675.86,8.08,,2026-08-26
836881,百川电力,-5345178.14,-193.07,,2026-08-26
836867,玉兰股份,-3908609.03,60.68,,2026-08-26
836829,瑞森新材,-1506200.59,17.52,,2026-08-26
836818,贝恩施,1097632.8,-37.13,,2026-08-26
836793,金晟科技,11765653.55,596.43,,2026-08-26
836792,易家科技,-92653.24,52.69,,2026-08-26
836786,明鑫智能,185452.19,134.4939718753,,2026-08-26
836777,龙之泉,648762.45,374.43,,2026-08-26
836775,高迪股份,1077939.61,-40.55,,2026-08-26
836746,优通科技,890503.6,-60.18,,2026-08-26
836744,沛尔膜业,-5371333.61,-161.56,,2026-08-26
836742,大地测绘,-4597685.45,-465.77,,2026-08-26
836735,灏域科技,450703.16,159.45,,2026-08-26
836719,万威制造,-1823970.83,-175.92,,2026-08-26
836703,创一新材,629657.89,5991.56,,2026-08-26
836692,苏氧股份,32432894.37,-16.3,,2026-08-26
836691,人和环境,-2620191.67,-180.94,,2026-08-26
836690,悦泰物流,560854.34,-69.03,,2026-08-26
836688,远行科技,5392894.09,71.62,,2026-08-26
836663,金牛物联,-13240625.68,-4.08,,2026-08-26
836610,铠甲网络,10850162.21,107.48,,2026-08-26
836605,立达股份,2561799.45,40.29,,2026-08-26
836592,友声科技,283844.11,141.65,,2026-08-26
836580,合缘生物,705400.6,-68.45,,2026-08-26
836579,蓝天股份,-1159199.82,-231.71,,2026-08-26
836453,锐达科技,2435399.18,-41.9,,2026-08-26
836418,贸发在线,-1054806.01,83.2,,2026-08-26
836399,汇春科技,13391511.16,193.86,,2026-08-26
836346,亿玛在线,-14273204.52,26.77,,2026-08-26
836342,正科医药,88843194.83,36.64,,2026-08-26
836337,生兴农林,-3065661.47,-1112.08,,2026-08-26
836321,天合牧科,-7415764.28,-57.69,,2026-08-26
836291,红宇股份,7793299.67,-16.69,,2026-08-26
836278,兴和云网,-5098081.02,-26.45,,2026-08-26
836275,晶杰通信,77567.22,-64.21,,2026-08-26
836274,泓杰股份,21688653.78,2.39,,2026-08-26
836195,吉星智能,953178.43,-77.94,,2026-08-26
836190,托球股份,21255472.97,-36.91,,2026-08-26
836185,利伟生物,-1507882.62,-247.94,,2026-08-26
836163,美安医药,2008887.3,-2.46,,2026-08-26
836129,中源股份,-27471634.57,-242.68,,2026-08-26
836115,ST三环能,-972761.49,-25.58,,2026-08-26
836113,ST春泉,3676948.64,892.78,,2026-08-26
836098,华浩科技,5866319.07,-58.23,,2026-08-26
836078,天睿空间,1357827.42,-54.25,,2026-08-26
836072,夏兴科技,1980824.97,-18.7,,2026-08-26
836062,金色未来,1866423.95,-233.98,,2026-08-26
836047,信元股份,68740609.08,34.59,,2026-08-26
836030,金居股份,-3532159.92,36.49,,2026-08-26
836014,掌游天下,-2066022.25,-132.0586334173,,2026-08-26
835993,泽衡环保,27339819.54,-21.36,,2026-08-26
835970,联发科技,-4729567.32,-233.46,,2026-08-26
835947,济公缘,-2097109.71,-171.35,,2026-08-26
835927,科力新能,-5354120.92,-539.41,,2026-08-26
835883,华能安全,1873426.53,-30.79,,2026-08-26
835808,星成电子,4735416.38,5.83,,2026-08-26
835792,科力特,47811855.28,896.54,,2026-08-26
835775,用尚科技,2136064.76,-20.23,,2026-08-26
835737,传神语联,5879833.3,-19.91,,2026-08-26
835735,远梦家居,1322218.19,145.0738306313,,2026-08-26
835729,佰能蓝天,1084314.55,-33.13,,2026-08-26
835721,豪恩智联,-17794458.27,-258.4,,2026-08-26
835719,ST卡莱博,238257.32,-61.88,,2026-08-26
835698,聚能股份,6579106.08,-24.71,,2026-08-26
835697,航天常兴,-7450147.66,12.89,,2026-08-26
835680,西部宝德,12732448.44,383.85,,2026-08-26
835659,佳健医疗,4177891.44,-29.41,,2026-08-26
835609,港龙股份,50411649.63,-25.3,,2026-08-26
835600,瑞朗医药,1674942.32,-46.02,,2026-08-26
835582,华闽南配,15738519.84,-8.96,,2026-08-26
835578,安科兴业,-8757965.63,-261.01,,2026-08-26
835563,欧美克,10424276.07,203.64,,2026-08-26
835545,奥捷科技,-452591.86,5.0,,2026-08-26
835541,康美生物,-11411135.33,4.93,,2026-08-26
835539,中宇万通,25527.86,100.35,,2026-08-26
835538,额尔敦,-6780994.7,-112.15,,2026-08-26
835533,国信股份,24509614.24,176.01,,2026-08-26
835532,思尔特,-9755034.44,-3731.56,,2026-08-26
835511,威达集团,4410882.09,162.61,,2026-08-26
835492,铸金股份,31136023.63,25.58,,2026-08-26
835476,金科资源,-8339829.24,26.47,,2026-08-26
835471,呈天网络,-1250749.07,88.24,,2026-08-26
835416,艾瑞德,724294.29,-55.7,,2026-08-26
835401,杭摩集团,22185438.9,116.86,,2026-08-26
835391,百事宝,29148788.75,12.67,,2026-08-26
835387,荣恩集团,-5386933.17,-4.41,,2026-08-26
835374,联帮医疗,2040470.88,-35.61,,2026-08-26
835363,腾信软创,4652238.16,-41.88,,2026-08-26
835361,广尔纳,621088.11,184.19,,2026-08-26
835322,华创股份,1605060.97,192.95,,2026-08-26
835312,上瑞控股,7038979.28,-54.09,,2026-08-26
835269,长兴制药,33818154.91,-4.6,,2026-08-26
835246,合力海科,4913798.14,87.7,,2026-08-26
835234,安奇汽车,2431632.34,-86.26,,2026-08-26
835228,长望科技,-1289324.92,-126.27,,2026-08-26
835222,华鼎团膳,22718685.06,-7.94,,2026-08-26
835191,东方网升,8290688.92,-37.32,,2026-08-26
835187,中汇股份,6558851.26,-10.2,,2026-08-26
835175,恒达时代,-1897999.18,-17.59,,2026-08-26
835171,每氪股份,-62919.06,58.41,,2026-08-26
835169,新华物流,-2073869.25,-26.13,,2026-08-26
835159,康纶科技,-36714.84,98.29,,2026-08-26
835157,时讯立维,1297401.48,429.17,,2026-08-26
835138,宏兴股份,-1150270.64,71.22,,2026-08-26
835136,报春电商,4667973.94,62.85,,2026-08-26
835117,捷世通,970704.73,257.6630410137,,2026-08-26
835086,居本集团,-2122310.37,37.2734478401,,2026-08-26
835071,慧达通信,462729.88,969.83,,2026-08-26
835047,中融股份,-1489274.48,-0.95,,2026-08-26
835034,化龙网络,430063.06,120.39,,2026-08-26
835031,毅通股份,-319589.52,-357.46,,2026-08-26
835026,金运电气,273088.14,-28.56,,2026-08-26
835013,英诺威尔,-13178997.46,-753.94,,2026-08-26
834974,ST天英,-2680485.34,20.91,,2026-08-26
834966,金晶生物,-1849415.03,36.45,,2026-08-26
834916,成功通航,24163212.55,7.73,,2026-08-26
834898,株百股份,13072185.06,-9.6,,2026-08-26
834879,理工宇龙,-1969242.66,-6.2,,2026-08-26
834866,利欣制药,-11367776.44,-217.04,,2026-08-26
834849,博宇科技,-188463.21,64.17,,2026-08-26
834815,巨东股份,191994906.98,269.63,,2026-08-26
834808,金昌股份,10977964.11,53.12,,2026-08-26
834795,鑫玉龙,-18679891.88,-33.35,,2026-08-26
834762,清鹤科技,3242785.9,1324.1,,2026-08-26
834756,凡星医疗,-2478968.03,27.37,,2026-08-26
834729,朗朗文化,-1202452.47,58.38,,2026-08-26
834700,征途科技,1268118.46,287.72,,2026-08-26
834683,爹地宝贝,-13972384.07,-13.87,,2026-08-26
834653,汉宇钟表,146474.06,619.57,,2026-08-26
834630,新片场,-24654607.37,-162.22,,2026-08-26
834607,祥云股份,24690582.01,-91.95,,2026-08-26
834562,陆海环保,-4121380.22,-253.97,,2026-08-26
834559,河马股份,-781213.85,84.53,,2026-08-26
834557,雨田润,-2720653.02,-68.6530468833,,2026-08-26
834548,天视文化,1418648.18,155.64,,2026-08-26
834534,曼恒数字,7307422.67,261.86,,2026-08-26
834518,晨日科技,5755856.95,42.69,,2026-08-26
834510,宇鑫货币,7877103.77,16.48,,2026-08-26
834498,易简集团,11539673.91,215.19,,2026-08-26
834487,榆农科技,2212633.52,8668.2911424512,,2026-08-26
834476,无限自在,-3587141.62,-218.39,,2026-08-26
834470,羲和网络,496768.74,137.49,,2026-08-26
834469,东管电力,4445237.74,110.39,,2026-08-26
834465,国科股份,-3203403.14,0.88,,2026-08-26
834412,美合科技,16204795.84,1.58,,2026-08-26
834395,博信永元,-761018.64,42.38,,2026-08-26
834378,锐英科技,-1439053.11,-453.22,,2026-08-26
834377,德博科技,49029916.15,41.81,,2026-08-26
834376,冠新软件,1957132.66,708.35,,2026-08-26
834367,美康基因,-243648.83,87.25,,2026-08-26
834347,ST天畅,-4516774.51,-1298.42,,2026-08-26
834326,欧诺仪器,-772022.97,-2.36,,2026-08-26
834316,振威会展,57221080.56,33.33,,2026-08-26
834308,黄商股份,25095880.3,-30.16,,2026-08-26
834303,华龙期货,-6730965.8,41.51,,2026-08-26
834243,紫竹慧,-23075155.24,11.73,,2026-08-26
834217,斯尔克,-10332321.73,5.29,,2026-08-26
834151,恒基股份,24729413.38,48.86,,2026-08-26
834144,华创电子,2361220.87,35.03,,2026-08-26
834096,江川金融,-389424.34,5.28,,2026-08-26
834092,惠和股份,314690.33,164.72,,2026-08-26
834089,浙商创投,128127.91,-96.4,,2026-08-26
834082,中建信息,104507906.03,-5.46,,2026-08-26
834069,金通科技,929206.03,-21.35,,2026-08-26
834046,金锐同创,-8252472.32,-245.43,,2026-08-26
834045,清众科技,3726681.53,-36.42,,2026-08-26
834042,欣宇科技,2052010.61,4781.93,,2026-08-26
834038,诚信小贷,2648805.28,-19.39,,2026-08-26
834019,大自然,-17365797.94,-305.02,,2026-08-26
833984,民太安,2032794.17,-73.78,,2026-08-26
833962,方富创投,-636248.74,-109.23,,2026-08-26
833939,御康医疗,-4276277.18,218.92,,2026-08-26
833937,嘉诚信息,-13628246.41,53.17,,2026-08-26
833934,震宇科技,-2538578.52,0.607358156,,2026-08-26
833903,杭真能源,-7508309.96,-209.61,,2026-08-26
833866,紫翔生物,2874021.3,-30.87,,2026-08-26
833844,智德股份,5305668.07,1326.13,,2026-08-26
833839,天波科技,33184214.84,27.35,,2026-08-26
833836,盛祥电子,46363389.74,1090.68,,2026-08-26
833830,ST蓝宝,1716231.39,870.02,,2026-08-26
833821,浦江股份,10030882.56,-14.13,,2026-08-26
833816,志成股份,281905.39,116.03,,2026-08-26
833809,白山国旅,-672100.98,-34.94,,2026-08-26
833786,超纯科技,7919898.7,-53.42,,2026-08-26
833765,爱扑网络,4145546.09,41.67,,2026-08-26
833724,威尔弗,811784.08,32.47,,2026-08-26
833717,华彦邦,-1780389.61,-661.1238584771,,2026-08-26
833716,天工科技,11690071.8,-16.8,,2026-08-26
833713,立德电子,20514854.43,-17.94,,2026-08-26
833711,卓易科技,20105021.52,58.5,,2026-08-26
833707,精华股份,9865213.81,-26.55,,2026-08-26
833699,联网科技,-1280915.92,46.64,,2026-08-26
833697,上海未来,-1054945.68,20.99,,2026-08-26
833654,能拓股份,12229578.97,-9.95,,2026-08-26
833653,凯东源,1925178.62,37.2,,2026-08-26
833648,得轩堂,-1052606.28,-6757.09,,2026-08-26
833614,翼码科技,-1027641.54,-113.6,,2026-08-26
833609,乐通通信,-11385854.09,25.49,,2026-08-26
833588,九州方园,-8357811.57,-554.66,,2026-08-26
833552,威尔数据,-589836.57,-203.21,,2026-08-26
833549,湾流股份,-81837.5,97.24,,2026-08-26
833535,新青年,-2563117.91,-820.63,,2026-08-26
833496,华安新材,-1013807.45,-149.56,,2026-08-26
833491,沧海核装,-15366538.66,-312.45,,2026-08-26
833484,万邦工具,20485692.7,189.23,,2026-08-26
833468,双剑股份,21854973.78,6.07,,2026-08-26
833457,云朵科技,640282.66,130.63,,2026-08-26
833453,永创医药,3514579.79,-89.81,,2026-08-26
833444,华恒股份,7815688.21,819.55,,2026-08-26
833442,江苏铁科,29675587.9,-25.99,,2026-08-26
833440,新鸿运,-2216277.88,-165.37,,2026-08-26
833434,博锐斯,1840901.09,2.84,,2026-08-26
833426,先控电气,114507.4,-98.47,,2026-08-26
833421,金利洁,-226736.17,-377.09,,2026-08-26
833396,元钛数科,-57679.24,83.83,,2026-08-26
833395,帕卓管路,16095427.45,328.9,,2026-08-26
833386,安智物流,3823919.31,-20.29,,2026-08-26
833355,臻木科技,-13905303.71,-527.5,,2026-08-26
833334,摩尔股份,9091861.37,-5.67,,2026-08-26
833302,国投羌山,-61835709.83,-107.11,,2026-08-26
833301,亚迪纳,6331232.15,-8.7,,2026-08-26
833290,ST瑞立达,-23872686.1,-13.17,,2026-08-26
833256,永华光电,-893330.97,-354.6,,2026-08-26
833255,西部股份,10062710.59,-59.31,,2026-08-26
833248,中景橙石,160274.91,123.02,,2026-08-26
833242,领航文化,-516666.37,87.85,,2026-08-26
833219,软汇科技,-409056.01,57.29,,2026-08-26
833205,博采网络,-14777566.44,43.41,,2026-08-26
833181,泰久信息,-7356119.49,19.5,,2026-08-26
833176,桂林五洲,4968768.89,-37.93,,2026-08-26
833164,琥珀股份,24816506.31,50.92,,2026-08-26
833160,鲁班药业,9962447.62,7508.29,,2026-08-26
833112,海宏电力,18330567.58,-33.69,,2026-08-26
833105,华通科技,-9971240.54,-153.48,,2026-08-26
833099,美育股份,-2388557.36,94.28,,2026-08-26
833088,泰金精锻,264574.52,276.93,,2026-08-26
833070,三耐环保,12787095.58,-61.79,,2026-08-26
833041,网信安全,305395.35,-78.37,,2026-08-26
833023,君瑞恒,-663992.66,-83.7,,2026-08-26
832973,思亮信息,-10603494.49,9.18,,2026-08-26
832966,道尔智控,-4432340.32,-161.59,,2026-08-26
832963,海鹰环境,-4724836.43,-150.15,,2026-08-26
832955,七丹药业,2359582.78,-46.22,,2026-08-26
832936,万达重工,-1870525.03,9.36,,2026-08-26
832929,雷石集团,7347677.98,216.16,,2026-08-26
832917,惠洲院,-2767798.32,51.63,,2026-08-26
832902,花木易购,-1500067.29,-132.24,,2026-08-26
832882,金沙数控,-6111784.34,-93.91,,2026-08-26
832859,晨越建管,998237.32,-93.53,,2026-08-26
832849,华宽通,-6165821.79,29.67,,2026-08-26
832839,共同管业,-10888049.97,-307.52,,2026-08-26
832836,银钢一通,22086027.14,-0.41,,2026-08-26
832814,昌耀新材,8114771.71,587.55,,2026-08-26
832774,森泰环保,3095980.22,11.08,,2026-08-26
832770,赛格导航,1717109.48,297.36,,2026-08-26
832767,安徽墨药,-936747.9,-11.03,,2026-08-26
832736,华鼎伟业,1581512.76,122.52,,2026-08-26
832734,洁利来,2012206.88,332.21,,2026-08-26
832694,维冠机电,4105339.67,-55.12,,2026-08-26
832682,像素数据,1046918.82,-73.36,,2026-08-26
832670,数亮科技,-4253411.66,-839.87,,2026-08-26
832665,德安环保,6199308.04,140.18,,2026-08-26
832661,蓝太平洋,260331.57,163.87,,2026-08-26
832658,特别传媒,5777762.6,-42.57,,2026-08-26
832655,中奥体育,-3485600.72,34.0,,2026-08-26
832638,瓦力科技,-2255567.22,-17.75,,2026-08-26
832637,华源磁业,-8856713.08,-847.36,,2026-08-26
832623,ST铱迅,-1209064.74,22.52,,2026-08-26
832593,森宝电器,7655458.64,41.95,,2026-08-26
832571,点击网络,10293331.8,-47.09,,2026-08-26
832567,伟志股份,5329453.29,5.58,,2026-08-26
832547,ST利策,4334038.61,189.25,,2026-08-26
832518,ST佳汇,-3954943.64,61.38,,2026-08-26
832505,运维电力,604768.37,-23.27,,2026-08-26
832499,天海流体,12947388.05,-19.74,,2026-08-26
832496,首创大气,11623705.33,11.09,,2026-08-26
832475,欣欣饲料,4849223.58,800.61,,2026-08-26
832468,向明轴承,1336551.41,66.62,,2026-08-26
832460,成光兴,361524.88,-67.64,,2026-08-26
832447,森馥科技,-2342203.41,-259.97,,2026-08-26
832418,循智科技,421735.37,501.92,,2026-08-26
832397,恒神股份,7986835.4,134.7,,2026-08-26
832393,舒茨股份,4170826.26,-41.91,,2026-08-26
832389,睿思凯,28094010.51,286.88,,2026-08-26
832359,益森科技,-8856381.22,-33.98,,2026-08-26
832356,金华机械,2656267.21,-33.15,,2026-08-26
832354,益运股份,8267990.87,-5.54,,2026-08-26
832350,汇知康,31408009.26,15.27,,2026-08-26
832341,常荣声学,334161.48,-85.15,,2026-08-26
832337,环渤海,2419813.96,-84.74,,2026-08-26
832315,君和环保,-12500863.07,-7.51,,2026-08-26
832314,四砂研磨,5232076.7,-65.15,,2026-08-26
832297,新生飞翔,-11931409.19,-2111.23,,2026-08-26
832289,沧运集团,-18648848.24,-19.73,,2026-08-26
832281,和氏技术,5355448.18,120.81,,2026-08-26
832258,太阳传媒,-3456535.06,-14.99,,2026-08-26
832214,太川股份,5797869.31,191.78,,2026-08-26
832189,科瑞达,16283865.4,-12.29,,2026-08-26
832185,双建科技,-9920927.09,-1583.93,,2026-08-26
832178,递家物流,-3645899.15,-45.11,,2026-08-26
832152,华富股份,1740783.53,4.71,,2026-08-26
832133,天涌影视,77625.95,103.14,,2026-08-26
832127,谊熙加,-6164059.36,-366.42,,2026-08-26
832124,东南股份,11874506.28,165.7,,2026-08-26
832095,爱芯环保,-4988115.65,-141.41,,2026-08-26
832094,金昌蓝宇,70877469.36,130.56,,2026-08-26
832088,鑫鑫农贷,11761312.18,4.9,,2026-08-26
832077,华创合成,21357382.15,102.31,,2026-08-26
832062,爱科赛,-509977.97,-2328.32,,2026-08-26
832055,军工智能,442817.02,114.95,,2026-08-26
832054,永强岩土,-4113617.42,80.41,,2026-08-26
832047,联洋新材,5416089.51,381.93,,2026-08-26
832043,卫东环保,2344169.63,-8.81,,2026-08-26
832041,中兴通科,-184299.87,-117.22,,2026-08-26
832032,青晨科技,2503841.46,22.18,,2026-08-26
832028,汇元科技,25720419.03,149.77,,2026-08-26
831989,晋桦豹,-5102659.1,-4885.06,,2026-08-26
831957,晨宇电气,1380683.56,5.17,,2026-08-26
831952,华图股份,17115298.46,-23.85,,2026-08-26
831928,开泰石化,17695454.2,6357.18,,2026-08-26
831916,商中在线,-1237869.3,49.53,,2026-08-26
831897,远大信息,-1329594.39,19.0,,2026-08-26
831896,思考股份,-10345616.86,-12.37,,2026-08-26
831879,龙钇科技,2033657.9,-71.31,,2026-08-26
831877,小羽佳,-1973545.2,42.14,,2026-08-26
831873,环宇建科,861155.3,-72.49,,2026-08-26
831858,海誉科技,-2738895.0,29.11,,2026-08-26
831846,飞驰环保,-9139117.1,-4816.91,,2026-08-26
831844,会友线缆,-9376487.22,-374.53,,2026-08-26
831827,宝来利来,1073864.18,-55.83,,2026-08-26
831813,ST广信息,-233769.2,7.58,,2026-08-26
831799,九华山酒,-304982.19,64.5945408072,,2026-08-26
831767,知音文化,-988347.67,57.52,,2026-08-26
831750,华明泰,3484686.11,20.64,,2026-08-26
831734,展通电信,-3946234.8,-340.64,,2026-08-26
831730,亚诺生物,-7702557.42,48.84,,2026-08-26
831701,万龙电气,378566.15,115.55,,2026-08-26
831698,思和信息,-19944671.73,-1.54,,2026-08-26
831682,金田科技,4880161.47,9.67,,2026-08-26
831677,天意有福,2039277.6,-34.47,,2026-08-26
831672,莲池医院,42976804.46,2.72,,2026-08-26
831663,云叶股份,4228226.09,82.85,,2026-08-26
831662,快乐沃克,-23335387.93,-863.04,,2026-08-26
831658,华升泵阀,989652.24,-83.06,,2026-08-26
831643,中翼云创,-2743017.04,-4300.87,,2026-08-26
831631,北邮国安,-1018477.01,-539.56,,2026-08-26
831620,云建筑,-2145875.27,-911.5,,2026-08-26
831619,广电五舟,9889328.47,3.33,,2026-08-26
831608,易航科技,-749756.47,-106.54,,2026-08-26
831602,昊华传动,5678878.49,57.05,,2026-08-26
831599,龙虎网,-3338093.17,-3620.74,,2026-08-26
831591,云涛生物,2458092.41,-78.25,,2026-08-26
831588,山川秀美,-4558570.76,-590.89,,2026-08-26
831554,智博联,1743672.73,341.1,,2026-08-26
831514,艾迪尔,481057.29,-58.24,,2026-08-26
831501,远方动力,-2845073.97,-29.54,,2026-08-26
831491,佳音王,-2177916.02,-165.97,,2026-08-26
831465,广佳股份,-3938306.84,-503.77,,2026-08-26
831462,友泰电气,11778666.93,52.41,,2026-08-26
831434,巨创计量,211838.14,122.51,,2026-08-26
831422,奥根科技,522939.83,310.66,,2026-08-26
831401,信立方,3543424.58,238.8291946125,,2026-08-26
831373,电科电源,-8038725.46,-730.36,,2026-08-26
831372,ST宝成,-12724861.02,18.83,,2026-08-26
831368,ST阳光通,319603.97,240.89,,2026-08-26
831357,黄国粮业,-3922431.69,-283.53,,2026-08-26
831346,木联能,1400276.59,-36.0,,2026-08-26
831340,金童股份,-653917.42,-264.67,,2026-08-26
831330,普适导航,-10341734.21,-446.81,,2026-08-26
831325,新迈奇,1165382.62,-57.52,,2026-08-26
831308,华博科技,-2619606.14,-414.9,,2026-08-26
831287,启奥科技,-6053745.81,58.54,,2026-08-26
831276,松科快换,2520059.93,41.88,,2026-08-26
831272,第九境,924303.81,-72.4,,2026-08-26
831260,东方碾磨,2930565.62,-80.55,,2026-08-26
831253,东进农牧,-87256539.83,-545.48,,2026-08-26
831252,博润通,1611774.52,204.14,,2026-08-26
831237,飞宇科技,21306177.85,33.32,,2026-08-26
831236,华东修船,28368131.93,-32.22,,2026-08-26
831232,红旗种业,-2996136.52,57.43,,2026-08-26
831228,夏阳检测,9743795.7,638.24,,2026-08-26
831227,宜运股份,20196164.91,-6.94,,2026-08-26
831216,中林股份,1046228.29,-9.64,,2026-08-26
831211,尊马管件,-962000.0,-194.63,,2026-08-26
831203,瑞纽机械,-6887307.61,-127.43,,2026-08-26
831184,强盛股份,37291212.8,-32.48,,2026-08-26
831179,奥杰科技,-600717.36,9.68,,2026-08-26
831176,天鸿股份,537177.85,-58.51,,2026-08-26
831123,大成空间,-1810706.85,-95.32,,2026-08-26
831104,智盛美,-1989837.65,-15179.03,,2026-08-26
831099,维泰股份,-22322256.98,25.15,,2026-08-26
831068,凌志装备,4360138.93,-48.28,,2026-08-26
831067,根力多,19486962.75,315.46,,2026-08-26
831063,ST安泰股,-26179765.74,-14.06,,2026-08-26
831049,赛莱拉,-2424265.37,17.9,,2026-08-26
831040,优波科,167494.13,-0.9,,2026-08-26
831032,景睿策划,3029431.39,-40.05,,2026-08-26
831026,熙浪股份,-240298.44,-85.62,,2026-08-26
831019,博硕光电,-9109431.6,-998.95,,2026-08-26
831014,海联捷讯,-746737.82,-156.35,,2026-08-26
831009,合锐赛尔,-7341053.55,-177.48,,2026-08-26
831004,宝泰股份,1236363.45,135.47,,2026-08-26
830995,九洲光电,1463883.36,421.29,,2026-08-26
830955,ST大盛,-5757996.47,15.71,,2026-08-26
